,Open,High,Low,Close,Volume,Moeda,Subiu,Acao,Data
34,48.72,49.36,47.9,49.36,26389300,'BRL',0,VALE3,2022-06-16
35,48.62,48.76,48.07,48.36,14566000,'BRL',0,VALE3,2022-06-15
36,48.88,49.23,48.44,48.96,16393700,'BRL',0,VALE3,2022-06-14
37,48.96,49.12,47.59,47.76,19101000,'BRL',0,VALE3,2022-06-13
38,49.0,50.83,48.83,50.55,45825300,'BRL',0,VALE3,2022-06-12
39,51.24,51.69,50.08,50.52,35532200,'BRL',0,VALE3,2022-06-11
40,51.17,51.94,50.71,51.08,32508100,'BRL',0,VALE3,2022-06-10
41,50.85,51.0,49.49,49.75,28531100,'BRL',0,VALE3,2022-06-09
42,49.28,50.93,49.05,50.65,31296400,'BRL',0,VALE3,2022-06-08
43,50.98,51.49,50.31,50.31,32806300,'BRL',0,VALE3,2022-06-07
44,49.81,50.09,48.5,48.96,52848000,'BRL',1,VALE3,2022-06-06
45,49.42,49.54,48.58,49.14,23794100,'BRL',0,VALE3,2022-06-05
46,49.02,50.67,48.5,50.24,37213300,'BRL',0,VALE3,2022-06-04
47,50.74,50.82,49.68,49.86,31451200,'BRL',0,VALE3,2022-06-03
48,49.6,50.54,49.47,50.37,27500900,'BRL',0,VALE3,2022-06-02
49,50.95,51.21,49.9,49.97,30051600,'BRL',0,VALE3,2022-06-01
50,49.92,50.97,49.6,49.6,26073600,'BRL',0,VALE3,2022-05-31
51,50.33,51.23,49.94,50.25,25787700,'BRL',0,VALE3,2022-05-30
52,50.6,50.88,49.32,50.03,22604500,'BRL',0,VALE3,2022-05-29
53,49.82,50.53,49.4,49.58,23104900,'BRL',0,VALE3,2022-05-28
54,50.07,50.87,49.94,50.65,17765100,'BRL',0,VALE3,2022-05-27
55,51.01,51.24,49.48,49.83,21782100,'BRL',0,VALE3,2022-05-26
56,50.27,51.65,50.12,51.15,27081900,'BRL',0,VALE3,2022-05-25
57,51.3,52.27,51.05,52.1,22083700,'BRL',0,VALE3,2022-05-24
58,52.44,52.65,51.73,52.36,21000000,'BRL',0,VALE3,2022-05-23
59,52.08,53.25,51.88,52.82,18440600,'BRL',0,VALE3,2022-05-22
60,52.77,53.8,52.74,53.55,21971200,'BRL',0,VALE3,2022-05-21
61,53.05,53.43,52.69,53.1,16247400,'BRL',0,VALE3,2022-05-20
62,53.3,53.64,52.91,52.91,15783800,'BRL',0,VALE3,2022-05-19
63,53.32,53.71,52.66,52.66,29026100,'BRL',0,VALE3,2022-05-18
64,52.52,52.95,52.13,52.57,25169500,'BRL',0,VALE3,2022-05-17
65,52.41,53.73,52.36,53.43,21393600,'BRL',0,VALE3,2022-05-16
66,53.65,53.97,53.08,53.64,31957300,'BRL',0,VALE3,2022-05-15
67,53.23,54.31,52.89,53.94,24121400,'BRL',0,VALE3,2022-05-14
68,53.47,53.94,52.71,53.13,18159100,'BRL',0,VALE3,2022-05-13
69,53.13,53.47,52.75,53.15,17958300,'BRL',0,VALE3,2022-05-12
70,52.66,52.76,51.22,51.22,23463200,'BRL',0,VALE3,2022-05-11
71,51.83,52.91,50.83,52.72,37767200,'BRL',0,VALE3,2022-05-10
72,52.53,53.05,51.01,51.47,27371700,'BRL',0,VALE3,2022-05-09
73,52.62,53.84,52.04,53.84,32900800,'BRL',0,VALE3,2022-05-08
